0.50	0.71	1.00	1.40	2.00	2.80	4.00	5.60	8.00	11.20	16.00	22.60	32.00
-1	-0.5	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
0.00	0.01	0.03	0.06	0.10	0.16	0.24	0.35	0.48	0.63	0.80	0.92	1.00
